Pass,Profit,Total trades,Profit factor,Expected Payoff,Drawdown $,Drawdown %
1026,521.84,839,1.77,0.62,321.58,28.06
242,521.79,845,1.81,0.62,268.65,22.16
1878,521.75,863,1.58,0.6,452.19,36.06
671,521.59,839,1.77,0.62,321.57,28.06
1572,521.49,863,1.57,0.6,452.17,36.07
1129,521.43,865,1.75,0.6,321.63,27.81
1114,521.3,813,1.74,0.64,316.72,25.16
451,521.27,925,1.78,0.56,271.29,20.81
1007,521.25,925,1.78,0.56,271.37,20.82
45,521.08,813,1.74,0.64,316.51,25.14
1109,521.04,832,1.69,0.63,309.97,24.49
294,521.03,850,1.79,0.61,321.58,28.06
314,521,832,1.69,0.63,309.93,24.49
887,520.85,827,1.75,0.63,316.74,25.16
917,520.79,841,1.82,0.62,268.8,22.47
562,520.56,841,1.82,0.62,268.75,22.47
547,520.56,820,1.74,0.63,316.66,25.15
837,520.43,820,1.74,0.63,316.75,25.16
468,520.39,864,1.82,0.6,268.62,22.19
1055,520.14,840,1.71,0.62,309.98,24.49
398,520.01,820,1.74,0.63,316.56,25.15
782,519.97,843,1.69,0.62,301.23,23.58
967,519.43,827,1.63,0.63,301.22,23.87
152,519.36,827,1.63,0.63,301.19,23.87
716,519.24,825,1.74,0.63,309.97,24.78
976,519.17,825,1.74,0.63,310.02,24.79
523,519.17,825,1.74,0.63,309.93,24.78
120,519.14,827,1.63,0.63,301.15,23.87
935,519.08,861,1.74,0.6,321.63,27.81
1033,518.92,861,1.74,0.6,321.61,27.8
525,518.75,826,1.76,0.63,309.94,24.78
714,518.43,819,1.73,0.63,316.74,25.16
316,518.3,836,1.76,0.62,321.55,28.06
396,517.95,810,1.64,0.64,309.83,24.43
925,517.65,838,1.82,0.62,268.8,22.47
682,517.45,794,1.63,0.65,417.73,33.62
140,517.32,794,1.63,0.65,417.74,33.62
380,517.15,838,1.82,0.62,268.63,22.46
1018,517.1,856,1.63,0.6,310.63,24.63
944,517.07,828,1.77,0.62,321.59,28.15
654,516.98,858,1.81,0.6,268.75,22.2
64,516.75,800,1.78,0.65,347.38,23.25
1271,516.34,806,1.77,0.64,352.92,23.6
1303,516.29,806,1.77,0.64,353.05,23.61
98,516.19,840,1.69,0.61,301.13,23.58
313,516.16,827,1.83,0.62,268.7,22.57
737,515.89,741,1.53,0.7,892.98,81.05
182,515.77,818,1.77,0.63,309.91,24.93
725,515.77,778,1.67,0.66,347.51,23.27
786,515.42,854,1.81,0.6,268.75,22.17
1064,515.17,869,1.79,0.59,268.72,22.11
874,515.07,814,1.72,0.63,310.04,24.75
415,514.48,806,1.69,0.64,348.63,23.43
522,514.44,852,1.83,0.6,268.69,22.46
1562,513.67,794,1.78,0.65,347.7,23.32
1066,513.26,835,1.68,0.61,301.17,23.58
975,513.09,822,1.73,0.62,309.97,24.78
960,512.6,833,1.8,0.62,268.75,22.29
990,512.55,836,1.63,0.61,310.62,24.74
1202,512.38,866,1.78,0.59,268.67,22.1
1040,512.24,833,1.8,0.61,268.7,22.29
1080,511.96,723,1.51,0.71,893.18,80.73
569,511.37,845,1.82,0.61,268.78,22.29
429,511.1,845,1.82,0.6,268.65,22.28
839,510.88,818,1.71,0.62,310.05,24.79
834,510.85,824,1.73,0.62,321.73,28.08
946,510.82,818,1.71,0.62,309.99,24.78
694,510.81,814,1.72,0.63,309.99,24.78
23,510.8,818,1.71,0.62,309.86,24.77
931,510.73,810,1.74,0.63,310,24.93
824,510.62,814,1.72,0.63,310.04,24.79
1044,510.59,846,1.8,0.6,268.69,22.16
982,510.58,856,1.83,0.6,268.75,22.29
243,510.28,814,1.72,0.63,309.89,24.78
94,510.23,829,1.81,0.62,268.69,22.49
729,510.05,813,1.72,0.63,309.95,24.87
951,509.89,808,1.73,0.63,309.98,24.67
466,509.59,815,1.62,0.63,301.11,23.87
482,509.53,826,1.78,0.62,268.67,22.46
39,509.27,826,1.78,0.62,268.55,22.45
179,509.23,822,1.81,0.62,268.68,22.6
570,509.19,822,1.81,0.62,268.76,22.6
865,508.81,835,1.62,0.61,310.71,24.83
715,508.68,835,1.62,0.61,310.61,24.82
586,508.48,815,1.58,0.62,993.57,86.8
443,507.13,800,1.71,0.63,309.9,24.76
641,506.96,826,1.8,0.61,268.74,22.5
984,506.9,826,1.8,0.61,268.75,22.5
872,506.54,812,1.71,0.62,268.8,22.17
1132,505.77,824,1.67,0.61,301.24,23.58
949,505.55,841,1.8,0.6,268.75,22.29
652,505.24,835,1.63,0.61,408.24,33.13
7,504.51,726,1.52,0.69,892.66,81.02
524,504.24,726,1.52,0.69,892.96,81.05
922,504,802,1.7,0.63,310.03,24.74
717,503.81,802,1.72,0.63,309.99,24.93
247,503.78,772,1.62,0.65,417.63,33.83
679,503.74,802,1.72,0.63,309.99,24.93
849,503.61,809,1.7,0.62,310.01,24.78
920,503.52,754,1.63,0.67,393.57,26.8
913,503.43,809,1.7,0.62,268.77,22.17
640,503.42,837,1.81,0.6,268.74,22.5
188,503.23,837,1.81,0.6,268.71,22.49
919,503.04,821,1.67,0.61,301.28,23.58
2761,502.77,759,1.55,0.66,992.05,87.29
93,502.4,767,1.51,0.66,820.63,74.43
828,502.32,813,1.71,0.62,310.06,24.88
637,502.19,813,1.71,0.62,309.99,24.87
533,502.14,810,1.73,0.62,310.57,24.48
239,502.05,796,1.68,0.63,309.87,24.73
788,502.03,810,1.73,0.62,310.03,24.67
163,502,810,1.73,0.62,309.93,24.67
389,501.95,809,1.7,0.62,309.87,24.77
750,501.94,810,1.73,0.62,309.98,24.67
754,501.93,813,1.71,0.62,309.93,24.87
352,501.82,796,1.68,0.63,309.89,24.73
582,501.5,810,1.7,0.62,310,24.78
766,501.48,834,1.79,0.6,268.73,22.29
818,501.44,810,1.7,0.62,310,24.78
587,501.42,827,1.74,0.61,310.64,24.24
805,501.36,827,1.74,0.61,310.61,24.23
2938,501.34,765,1.68,0.66,393.18,26.81
881,501.33,814,1.84,0.62,268.82,22.75
784,501.24,805,1.72,0.62,310.03,24.93
971,501.21,807,1.69,0.62,438.59,35.54
939,501.09,834,1.79,0.6,268.74,22.29
863,501.05,814,1.84,0.62,268.8,22.75
92,501.03,805,1.6,0.62,301.13,24.01
686,500.8,820,1.84,0.61,268.75,22.57
861,500.75,802,1.76,0.62,310.71,24.63
498,500.52,765,1.6,0.65,417.65,33.7
169,500.49,802,1.76,0.62,310.53,24.62
797,500.25,832,1.79,0.6,268.74,22.29
512,499.93,814,1.77,0.61,268.7,22.49
653,499.91,814,1.77,0.61,268.75,22.5
894,499.87,814,1.77,0.61,268.8,22.5
733,499.4,766,1.59,0.65,417.71,33.7
236,499.13,831,1.8,0.6,268.61,22.28
738,498.89,799,1.75,0.62,321.58,28.2
432,498.85,799,1.75,0.62,321.5,28.19
888,498.72,794,1.67,0.63,310.04,24.78
772,498.37,825,1.73,0.6,321.63,28.07
911,497.58,831,1.79,0.6,268.8,22.3
178,497.46,796,1.73,0.62,309.93,24.98
938,497.1,759,1.71,0.65,446.74,30.64
749,496.88,826,1.78,0.6,268.72,22.47
53,496.66,759,1.71,0.65,446.49,30.63
695,496.4,738,1.79,0.67,390.93,26.82
1866,496.01,733,1.6,0.68,393.57,26.93
745,495.98,795,1.67,0.62,310.02,24.74
651,495.62,746,1.62,0.66,393.46,26.94
885,495.56,821,1.77,0.6,268.82,22.5
599,494.52,809,1.64,0.61,301.24,23.58
904,494.32,790,1.71,0.63,310.05,24.99
780,494.05,796,1.7,0.62,310.01,24.87
607,494.04,824,1.72,0.6,321.67,28.07
28,493.86,796,1.7,0.62,309.82,24.86
248,493.49,802,1.78,0.62,321.54,28.15
390,493.04,791,1.7,0.62,309.87,24.66
748,492.99,769,1.68,0.64,352.83,23.96
574,492.77,706,1.69,0.7,408.86,28.4
1096,492.26,815,1.82,0.6,268.72,22.6
785,492.01,803,1.73,0.61,310.66,24.53
371,491.73,789,1.7,0.62,309.88,24.66
706,491.63,789,1.8,0.62,268.75,22.71
774,491.58,738,1.48,0.67,820.84,74.45
131,491.53,828,1.76,0.59,268.69,22.46
2736,491.52,750,1.53,0.66,991.75,87.28
461,491.47,741,1.62,0.66,393.34,27.01
508,491.35,789,1.8,0.62,268.68,22.71
611,491.21,741,1.61,0.66,393.51,27.02
720,491.19,815,1.84,0.6,268.73,22.75
589,491.1,786,1.68,0.62,309.99,24.74
216,491.01,789,1.8,0.62,268.59,22.7
730,491,741,1.61,0.66,393.46,27.02
692,490.79,789,1.78,0.62,268.75,22.71
850,490.42,804,1.8,0.61,268.77,22.75
667,489.67,761,1.6,0.64,417.68,34.15
665,489.42,788,1.79,0.62,268.69,22.76
598,488.48,788,1.7,0.62,309.99,24.67
806,488.17,809,1.79,0.6,268.74,22.6
540,487.74,810,1.62,0.6,431.26,35.61
419,487.4,800,1.68,0.61,310.52,24.43
107,487.37,780,1.73,0.62,321.55,28.28
674,487.36,770,1.62,0.63,309.97,24.78
792,487.27,773,1.71,0.63,316.71,25.65
176,487.02,699,1.68,0.7,408.75,28.51
2041,486.24,733,1.53,0.66,992.79,87.25
2984,485.49,784,1.67,0.62,309.77,24.73
223,485.46,789,1.66,0.62,301.02,23.82
2896,485.37,743,1.52,0.65,992.53,87.24
408,484.74,791,1.72,0.61,310.48,24.51
527,484.74,701,1.62,0.69,414.29,28.8
2817,484.63,743,1.53,0.65,992.27,87.21
812,484.02,794,1.67,0.61,301.23,23.92
624,483.91,793,1.68,0.61,301.2,23.92
2523,483.73,743,1.53,0.65,992.22,87.21
2788,483.64,743,1.53,0.65,992.27,87.21
304,483.44,795,1.8,0.61,268.68,22.64
724,483.16,783,1.83,0.62,268.73,22.75
914,483.15,783,1.83,0.62,268.79,22.76
670,483.09,801,1.85,0.6,268.69,22.72
110,483.07,783,1.83,0.62,268.69,22.75
718,482.98,783,1.69,0.62,301.22,23.94
890,482.84,730,1.52,0.66,993.8,87.32
442,482.78,783,1.69,0.62,301.13,23.93
338,482.07,780,1.72,0.62,310.52,24.47
583,481.96,787,1.76,0.61,268.75,22.64
76,481.22,771,1.79,0.62,321.51,28.32
549,481.11,713,1.59,0.67,394.92,27.22
1241,481.05,800,1.6,0.6,310.58,25.04
601,480.66,789,1.7,0.61,310.64,24.52
434,480.52,783,1.8,0.61,321.49,28.32
295,480.45,777,1.71,0.62,310.57,24.62
819,479.99,786,1.79,0.61,268.77,22.72
553,479.73,785,1.81,0.61,268.73,22.72
841,479.6,796,1.78,0.6,268.8,22.65
675,479.5,790,1.81,0.61,268.72,22.78
613,479.42,773,1.71,0.62,310.67,24.63
649,479.26,790,1.81,0.61,268.73,22.79
697,479.04,782,1.66,0.61,301.25,23.92
364,479.02,780,1.76,0.61,268.6,22.75
882,478.98,763,1.59,0.63,398.43,32.44
688,478.83,782,1.7,0.61,310.65,25.09
310,478.25,769,1.7,0.62,309.93,25.1
406,478.14,769,1.7,0.62,309.86,25.1
2732,477.63,736,1.51,0.65,991.7,87.17
543,477.41,767,1.72,0.62,310.58,24.62
150,477.12,783,1.68,0.61,310.58,24.46
573,477.11,792,1.8,0.6,268.77,22.75
274,476.75,768,1.72,0.62,309.95,25.2
629,476.59,747,1.55,0.64,419.67,34.46
779,476.56,783,1.81,0.61,268.77,22.72
661,476.53,758,1.72,0.63,309.98,25.11
254,476.18,788,1.83,0.6,268.68,22.86
813,476.15,773,1.87,0.62,268.75,22.75
14,476.04,783,1.81,0.61,268.59,22.71
2081,475.93,723,1.5,0.66,992.53,87.24
26,475.88,793,1.76,0.6,326.38,26.61
767,475.82,784,1.68,0.61,301.21,23.75
816,475.8,775,1.68,0.61,310.67,24.93
802,475.69,785,1.69,0.61,326.57,26.75
740,475.49,755,1.7,0.63,309.98,25.2
474,475.17,721,1.62,0.66,394.81,27.32
595,474.97,765,1.79,0.62,321.65,28.38
195,474.87,754,1.7,0.63,309.87,25.19
1967,474.53,720,1.51,0.66,992.37,87.21
942,474.5,777,1.65,0.61,301.22,23.88
736,474.32,697,1.65,0.68,408.8,28.77
210,474.28,769,1.83,0.62,268.6,22.82
58,473.93,776,1.68,0.61,310.46,24.67
21,473.9,754,1.7,0.63,309.83,25.18
2434,473.86,692,1.44,0.68,991.91,87.19
950,473.71,760,1.7,0.62,310.62,24.62
623,473.57,747,1.75,0.63,309.98,25.27
744,473.29,696,1.67,0.68,414.39,29.05
777,473.26,773,1.66,0.61,301.21,23.83
756,473.25,798,1.79,0.59,268.73,22.74
854,472.69,795,1.79,0.59,268.75,22.75
822,472.6,788,1.78,0.6,268.77,22.67
933,472.46,764,1.71,0.62,321.66,28.2
118,472.38,793,1.76,0.6,325.86,26.75
644,472.05,780,1.74,0.61,268.75,22.67
97,472.02,701,1.57,0.67,993.31,88.1
226,471.88,703,1.59,0.67,394.77,27.39
8,471.86,766,1.64,0.62,438.41,35.75
673,471.18,761,1.73,0.62,321.58,28.33
2717,470.66,687,1.43,0.69,991.48,87.15
261,470.63,777,1.8,0.61,268.67,22.85
994,470.53,757,1.77,0.62,321.61,28.26
458,470.43,757,1.77,0.62,321.51,28.25
2316,470.25,875,1.64,0.54,297.08,24.61
2587,470.22,875,1.64,0.54,297.21,24.63
615,470.05,767,1.83,0.61,268.75,22.86
610,469.79,703,1.66,0.67,395,27.49
827,469.64,792,1.76,0.59,268.78,22.61
575,469.55,781,1.76,0.6,268.76,22.64
244,469.54,767,1.83,0.61,268.67,22.85
341,469.21,692,1.67,0.68,414.28,29.13
263,468.87,866,1.64,0.54,297.47,24.6
433,468.8,743,1.69,0.63,315.86,25.77
821,468.77,772,1.79,0.61,268.77,22.75
639,468.77,772,1.79,0.61,268.75,22.75
580,468.59,777,1.71,0.6,321.63,28.15
628,468.53,763,1.66,0.61,301.21,24.02
817,468.08,685,1.63,0.68,408.84,28.9
591,467.88,744,1.69,0.63,316,25.78
793,467.84,778,1.78,0.6,268.77,22.76
559,467.78,742,1.68,0.63,309.99,25.2
509,467.7,745,1.67,0.63,309.93,25.2
2961,467.64,745,1.7,0.63,309.75,25.17
705,467.46,744,1.71,0.63,309.99,25.11
147,467.33,744,1.71,0.63,309.96,25.11
866,467.16,733,1.55,0.64,419.79,34.54
608,467.12,747,1.7,0.63,310.02,25.19
330,467.12,747,1.7,0.63,309.93,25.18
2222,467.02,677,1.61,0.69,408.29,28.87
554,466.54,741,1.76,0.63,309.99,25.26
723,466.52,757,1.68,0.62,310.11,25.47
825,466.11,776,1.81,0.6,268.78,22.89
765,466.05,776,1.81,0.6,268.74,22.89
625,465.56,757,1.76,0.62,472.77,32.77
351,465.35,775,1.77,0.6,325.48,26.67
632,465.09,764,1.77,0.61,268.72,22.89
1773,464.96,744,1.72,0.62,310.09,25.25
514,464.89,777,1.75,0.6,268.71,22.64
739,464.82,746,1.71,0.62,309.98,25.19
439,464.77,777,1.75,0.6,268.62,22.63
185,464.74,749,1.85,0.62,268.72,22.78
732,464.65,766,1.79,0.61,268.71,22.83
397,464.23,701,1.75,0.66,394.76,27.4
376,464.06,734,1.73,0.63,308.98,25.52
566,464.01,757,1.7,0.61,310.64,24.84
532,463.98,750,1.72,0.62,310.58,24.95
851,463.7,862,1.63,0.54,297.57,24.58
592,463.46,766,1.8,0.61,268.75,22.75
426,463.4,761,1.78,0.61,268.64,22.86
691,463.35,741,1.71,0.63,309.41,25.59
604,463.03,743,1.84,0.62,297.6,25.37
405,462.98,743,1.84,0.62,297.42,25.35
46,462.9,743,1.84,0.62,297.38,25.35
377,462.66,743,1.84,0.62,297.42,25.36
69,462.61,743,1.71,0.62,309.88,25.23
707,462.49,759,1.81,0.61,268.77,22.75
189,462.48,759,1.61,0.61,301.15,23.88
693,461.8,748,1.78,0.62,321.66,28.43
73,461,763,1.81,0.6,268.65,22.85
578,460.94,731,1.68,0.63,310.03,25.19
698,460.9,762,1.8,0.6,268.75,22.75
630,460.89,740,1.68,0.62,309.99,25.19
483,460.86,740,1.68,0.62,309.9,25.18
477,460.81,762,1.8,0.6,268.64,22.74
515,460.69,748,1.72,0.62,310.63,25.03
77,460.65,762,1.8,0.6,268.67,22.74
689,460.48,735,1.94,0.63,268.75,22.99
334,460.22,771,1.79,0.6,268.67,22.89
495,460.21,735,1.94,0.63,268.71,22.98
631,460.17,668,1.7,0.69,408.14,29.05
898,459.89,722,1.66,0.64,310.05,25.28
1094,459.78,727,1.66,0.63,309.98,25.27
407,459.68,758,1.74,0.61,321.48,28.23
798,459.62,722,1.66,0.64,309.98,25.27
684,459.42,761,1.81,0.6,268.75,22.95
127,459.38,723,1.53,0.64,419.6,34.43
413,459.21,761,1.81,0.6,268.62,22.95
699,459.05,756,1.64,0.61,301.25,23.76
423,459.03,756,1.64,0.61,301.13,23.75
552,459.02,709,1.58,0.65,417.72,34.37
526,458.82,709,1.58,0.65,417.68,34.37
402,458.3,735,1.7,0.62,309.83,25.25
204,458.21,757,1.63,0.61,301.1,23.75
563,458.07,728,1.72,0.63,301.25,24.12
317,457.91,728,1.72,0.63,301.15,24.11
123,457.89,728,1.72,0.63,301.16,24.11
832,457.88,842,1.6,0.54,297.64,24.85
668,457.81,779,1.7,0.59,357.89,29.24
636,457.8,738,1.76,0.62,268.73,22.83
112,457.68,677,1.51,0.68,406.64,33.52
1155,457.48,842,1.6,0.54,297.5,24.84
614,457.48,758,1.74,0.6,321.65,28.25
425,457.45,740,1.93,0.62,268.65,23.08
262,457.38,740,1.93,0.62,268.69,23.09
421,457.36,740,1.93,0.62,268.65,23.08
456,457.18,726,1.65,0.63,309.62,25.32
52,457.1,740,1.93,0.62,268.59,23.08
353,456.75,731,1.67,0.62,309.88,25.18
669,456.48,734,1.68,0.62,309.97,25.24
520,456.3,728,1.87,0.63,321.57,28.62
288,456.23,728,1.86,0.63,231.21,19.79
331,456.21,728,1.87,0.63,321.54,28.61
635,456.2,728,1.87,0.63,321.63,28.62
672,456.18,728,1.86,0.63,231.18,19.79
87,456.07,728,1.86,0.63,231.17,19.79
1248,455.71,776,1.74,0.59,268.72,22.67
588,455.66,741,1.77,0.61,321.63,28.42
561,455.64,763,1.78,0.6,268.76,22.87
1521,455.53,752,1.81,0.61,268.88,22.97
700,455.2,725,1.76,0.63,310.65,24.93
91,455.05,681,1.66,0.67,405.95,28.74
134,454.9,680,1.56,0.67,394.91,27.72
191,454.8,724,1.65,0.63,309.63,25.32
193,454.73,686,1.64,0.66,405.84,28.71
835,454.47,737,1.87,0.62,268.81,23.07
214,454.33,675,1.63,0.67,413.45,29.41
332,454.1,767,1.76,0.59,268.69,22.85
235,454.01,723,1.71,0.63,310.46,25.26
494,453.96,716,1.72,0.63,309.97,25.21
528,453.91,724,1.81,0.63,321.58,28.58
655,453.78,745,1.77,0.61,268.75,22.83
565,453.73,733,1.77,0.62,268.8,22.84
771,453.73,737,1.65,0.62,301.21,24.03
453,453.54,745,1.77,0.61,268.66,22.83
326,453.5,749,1.69,0.61,321.56,28.19
329,453.05,770,1.73,0.59,268.69,22.67
180,453.04,770,1.73,0.59,268.71,22.67
807,452.98,721,1.64,0.63,472.79,33.09
581,452.91,768,1.73,0.59,268.76,22.67
437,452.79,706,1.55,0.64,419.53,34.86
142,452.75,688,1.7,0.66,484.99,45.55
302,452.35,715,1.7,0.63,309.93,25.25
27,451.97,722,1.85,0.63,268.58,22.8
662,451.94,664,1.68,0.68,408.11,29.22
475,451.7,674,1.54,0.67,394.81,27.78
648,451.63,679,1.55,0.67,394.95,27.79
455,451.35,691,1.64,0.65,394.2,27.79
291,451.05,713,1.64,0.63,301.17,24.16
701,451,734,1.66,0.61,472.81,33.14
144,450.56,731,1.67,0.62,310.59,25.03
340,450.55,743,1.73,0.61,321.53,28.25
328,450.49,686,1.56,0.66,394.91,27.84
965,450.4,746,1.64,0.6,341.48,28.25
391,450.4,731,1.67,0.62,310.49,25.02
2209,450.34,732,1.77,0.62,268.43,22.82
412,450.21,714,1.63,0.63,309.88,25.26
2424,449.91,732,1.77,0.61,268.26,22.81
2175,449.54,729,1.79,0.62,268.38,22.76
35,449.37,685,1.67,0.66,484.75,45.51
481,449.24,674,1.62,0.67,414.24,29.54
518,449.21,658,1.65,0.68,408.77,29.31
394,449.21,731,1.68,0.61,310.51,25.03
277,448.79,737,1.8,0.61,268.72,22.95
449,448.72,752,1.77,0.6,268.66,22.86
479,448.57,743,1.72,0.6,321.53,28.25
264,448.55,728,1.69,0.62,310.53,24.84
387,448.41,735,1.6,0.61,347.87,28.42
634,447.96,736,1.71,0.61,321.63,28.43
31,447.87,727,1.68,0.62,310.42,25.02
609,447.56,736,1.71,0.61,321.66,28.26
245,447.45,722,1.66,0.62,301.11,24.1
56,447.39,681,1.6,0.66,414.14,29.57
241,447.28,727,1.67,0.62,310.52,24.94
769,447.17,733,1.75,0.61,268.73,22.83
15,446.66,721,1.73,0.62,297.4,25.35
685,446.54,724,1.82,0.62,268.75,22.81
275,446.54,724,1.82,0.62,268.7,22.8
831,446.46,726,1.64,0.61,472.88,33.24
357,446.37,678,1.61,0.66,414.25,29.6
618,446.3,679,1.58,0.66,394.29,27.89
546,446.07,718,1.82,0.62,321.57,28.61
399,445.97,718,1.82,0.62,321.49,28.61
663,445.93,718,1.82,0.62,321.58,28.62
448,445.59,724,1.67,0.62,310.54,24.94
286,445.44,671,1.65,0.66,413.58,29.58
1069,445.41,717,1.72,0.62,297.57,25.36
489,444.99,720,1.63,0.62,301.17,24.19
459,444.67,743,1.75,0.6,268.64,22.85
620,444.61,679,1.54,0.65,394.98,27.93
728,443.71,716,1.7,0.62,472.71,33.27
232,443.44,666,1.62,0.67,413.53,29.62
202,443.14,653,1.57,0.68,414.2,29.65
177,442.78,710,1.66,0.62,304.68,25.3
81,442.65,713,1.71,0.62,310.53,24.92
75,442.3,731,1.65,0.61,341.33,28.32
1560,442.16,719,1.69,0.61,321.77,28.43
12,441.93,732,1.78,0.6,268.59,22.94
431,441.74,724,1.89,0.61,268.66,22.98
3038,441.73,796,1.58,0.55,447.45,29.9
501,441.6,718,1.61,0.62,301.17,24.14
1156,441.48,723,1.71,0.61,321.53,28.42
538,441.24,702,1.62,0.63,301.21,24.16
473,441.23,718,1.61,0.61,301.1,24.14
593,440.95,736,1.74,0.6,268.77,22.96
708,440.9,790,1.57,0.56,447.92,29.94
200,440.86,735,1.75,0.6,268.62,22.95
503,440.83,712,1.49,0.62,873.47,77.52
292,440.69,675,1.55,0.65,440.17,36.82
300,440.47,685,1.63,0.64,301.17,24.58
284,440.41,721,1.61,0.61,301.2,24.15
281,440.3,717,1.62,0.61,301.21,24.15
199,440.08,726,1.69,0.61,310.5,24.93
497,439.38,723,1.71,0.61,472.68,33.37
174,439.35,717,1.65,0.61,472.69,33.39
492,439.31,730,1.74,0.6,268.71,22.96
209,439.26,710,1.91,0.62,268.61,23.14
237,439.15,710,1.91,0.62,268.64,23.14
1058,439.03,727,1.74,0.6,268.72,22.96
231,439,724,1.73,0.61,321.48,28.43
510,438.82,725,1.69,0.61,321.57,28.42
605,438.79,653,1.6,0.67,414.44,29.77
1379,438.55,723,1.71,0.61,321.75,28.44
476,438.3,707,1.83,0.62,321.49,28.71
1,438.27,647,1.62,0.68,409.76,29.34
129,438.23,722,1.68,0.61,310.57,24.93
220,438.22,707,1.83,0.62,321.44,28.71
597,437.83,738,1.73,0.59,268.75,22.95
198,437.71,713,1.54,0.61,472.57,35.59
84,437.47,731,1.75,0.6,268.7,22.92
41,437.38,706,1.7,0.62,310.44,24.92
606,437.22,677,1.61,0.65,406.09,29.12
411,436.77,711,1.64,0.61,304.94,25.45
135,436.39,719,1.89,0.61,268.71,23.2
166,436.35,732,1.73,0.6,321.55,28.42
183,436.27,711,1.8,0.61,268.72,22.81
550,436.23,731,1.79,0.6,268.71,22.93
393,435.92,681,1.64,0.64,309.86,25.27
410,435.06,689,1.69,0.63,308.68,25.55
11,435.05,712,1.75,0.61,268.6,22.97
161,434.89,657,1.63,0.66,406.24,28.95
417,434.8,846,1.66,0.51,277.43,18.6
253,434.27,722,1.7,0.6,472.62,33.49
435,434.27,715,1.65,0.61,472.61,33.49
172,433.92,720,1.7,0.6,321.56,28.43
1327,433.77,714,1.7,0.61,321.77,28.43
139,433.58,669,1.66,0.65,310.32,24.97
285,433.4,664,1.56,0.65,440.16,36.91
548,433.28,664,1.56,0.65,440.2,36.91
567,432.97,674,1.54,0.64,441.13,37.04
480,432.56,704,1.69,0.61,310.54,24.92
385,432.24,715,1.87,0.6,268.65,23.14
560,432.16,714,1.52,0.61,472.78,36.01
278,432.01,714,1.77,0.61,268.74,22.99
234,431.89,673,1.65,0.64,310.2,24.96
256,431.54,693,1.64,0.62,304.65,25.41
5,431.34,693,1.64,0.62,304.62,25.41
666,431.11,699,1.66,0.62,244.76,20.83
349,431.07,641,1.59,0.67,408.34,29.43
602,430.63,716,1.82,0.6,268.77,23.09
506,430.6,670,1.65,0.64,310.32,24.97
980,430.49,664,1.53,0.65,394.56,28
555,430.4,671,1.74,0.64,231.19,19.79
315,430.39,816,1.55,0.53,297.5,25.12
436,430.27,667,1.47,0.65,873.29,77.76
404,430.24,670,1.65,0.64,310.21,24.96
133,430.12,637,1.6,0.68,407.72,29.11
471,429.91,637,1.6,0.67,407.63,29.1
228,429.66,682,1.65,0.63,472.52,33.56
681,429.02,716,1.77,0.6,268.74,23.07
32,428.82,719,1.88,0.6,268.59,23.14
337,428.58,708,1.77,0.61,268.69,22.86
156,428.55,669,1.65,0.64,310.58,24.99
487,428.47,716,1.74,0.6,321.55,28.43
531,427.91,698,1.69,0.61,297.53,25.56
167,427.83,677,1.59,0.63,394.46,28.05
403,427.8,707,1.76,0.61,321.48,28.61
230,427.71,665,1.47,0.64,873.15,77.75
659,427.32,719,1.77,0.59,268.74,22.99
542,426.55,707,1.71,0.6,321.6,28.48
445,426.1,706,1.77,0.6,268.67,22.93
153,425.63,692,1.67,0.62,309.93,25.73
462,425.47,694,1.7,0.61,297.45,25.55
2106,425.46,779,1.56,0.55,447.18,30.2
40,425.45,692,1.67,0.61,309.81,25.73
20,425.44,712,1.83,0.6,268.59,23.14
319,425.21,671,1.73,0.63,231.17,19.79
233,425.14,694,1.7,0.61,297.43,25.55
327,424.84,689,1.67,0.62,309.07,25.74
499,424.51,716,1.75,0.59,268.69,22.98
246,424.51,710,1.74,0.6,321.54,28.48
249,424.48,702,1.72,0.6,321.54,28.58
418,423.58,655,1.56,0.65,396,28.21
47,423.23,679,1.69,0.62,472.5,33.71
493,422.94,670,1.72,0.63,231.21,19.83
511,422.81,674,1.6,0.63,301.16,24.63
530,422.54,711,1.85,0.59,268.7,23.14
116,422.11,690,1.66,0.61,472.64,33.75
1173,421.89,661,1.52,0.64,394.39,28.16
63,420.66,688,1.68,0.61,309.06,25.62
229,420.26,695,1.79,0.6,321.46,28.71
409,419.68,699,1.52,0.6,472.58,36.14
572,419.38,668,1.58,0.63,310.01,25.46
1649,417.3,791,1.6,0.53,448.13,30.44
260,416.43,645,1.51,0.65,394.46,28.28
422,416.24,645,1.51,0.65,394.43,28.28
545,415.34,665,1.56,0.62,394.24,28.49
537,415.11,705,1.64,0.59,472.72,33.97
727,415.07,793,1.57,0.52,447.84,30.46
124,415.07,665,1.55,0.62,394.2,28.49
33,415,637,1.48,0.65,423.06,35.63
388,414.56,662,1.61,0.63,472.58,33.92
384,413.23,642,1.51,0.64,394.38,28.34
446,412.87,684,1.58,0.6,336.98,28.42
217,412.84,684,1.58,0.6,336.89,28.41
306,412.46,659,1.54,0.63,394.22,28.55
57,411.85,683,1.59,0.6,472.52,34.04
95,411.38,608,1.49,0.68,406.84,33.81
55,411.03,660,1.71,0.62,231.13,19.89
61,410.05,683,1.61,0.6,340.95,28.43
776,409.84,779,1.58,0.53,447.89,30.58
485,409.35,645,1.56,0.63,406.12,29.47
143,409.34,651,1.57,0.63,413.89,30.17
